|dates|BlackHawk_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|BlackHawk_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|BlackHawk_Iowa_UnitedStates.Male_Total_Population.data|BlackHawk_Iowa_UnitedStates.Male_Total_Population.missing|BlackHawk_Iowa_UnitedStates.Female_Total_Population.data|BlackHawk_Iowa_UnitedStates.Female_Total_Population.missing|BlackHawk_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|BlackHawk_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|21719.0|0|65095.0|0|67313.0|0|28810.0|0
