|dates|Hutchinson_Texas_UnitedStates.BLS_EmployedPopulation.data|Hutchinson_Texas_UnitedStates.BLS_EmployedPopulation.missing|Hutchinson_Texas_UnitedStates.BLS_UnemployedPopulation.data|Hutchinson_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Hutchinson_Texas_UnitedStates.BLS_UnemploymentRate.data|Hutchinson_Texas_UnitedStates.BLS_UnemploymentRate.missing|Hutchinson_Texas_UnitedStates.BLS_LaborForcePopulation.data|Hutchinson_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-22|8209.5|0|426.5|0|4.938628994905049|0|8636.0|0
0|2020-01-23|8209.5|0|426.5|0|4.938628994905049|0|8636.0|0
0|2020-01-24|8209.5|0|426.5|0|4.938628994905049|0|8636.0|0
0|2020-01-25|8209.5|0|426.5|0|4.938628994905049|0|8636.0|0
0|2020-01-26|8209.5|0|426.5|0|4.938628994905049|0|8636.0|0
0|2020-01-27|8209.5|0|426.5|0|4.938628994905049|0|8636.0|0
0|2020-01-28|8209.5|0|426.5|0|4.938628994905049|0|8636.0|0
0|2020-01-29|8209.5|0|426.5|0|4.938628994905049|0|8636.0|0
0|2020-01-30|8209.5|0|426.5|0|4.938628994905049|0|8636.0|0
0|2020-01-31|8209.5|0|426.5|0|4.938628994905049|0|8636.0|0
0|2020-02-01|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-02|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-03|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-04|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-05|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-06|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-07|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-08|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-09|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-10|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-11|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-12|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-13|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-14|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-15|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-16|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-17|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-18|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-19|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-20|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-21|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-22|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-23|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-24|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-25|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-26|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-27|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-28|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-02-29|8226.0|0|407.5|0|4.7199861006544275|0|8633.5|0
0|2020-03-01|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-02|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-03|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-04|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-05|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-06|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-07|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-08|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-09|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-10|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-11|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-12|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-13|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-14|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-15|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-16|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-17|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-18|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-19|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-20|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-21|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-22|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-23|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-24|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-25|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-26|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-27|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-28|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-29|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-30|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-03-31|8030.0|0|539.5|0|6.295583172880565|0|8569.5|0
0|2020-04-01|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-02|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-03|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-04|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-05|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-06|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-07|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-08|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-09|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-10|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-11|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-12|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-13|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-14|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-15|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-16|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-17|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-18|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-19|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-20|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-21|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-22|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-23|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-24|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-25|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-26|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-27|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-28|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-29|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-04-30|7127.0|0|805.5|0|10.154427986132998|0|7932.5|0
0|2020-05-01|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-02|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-03|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-04|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-05|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-06|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-07|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-08|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-09|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-10|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-11|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-12|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-13|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-14|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-15|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-16|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-17|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-18|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-19|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-20|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-21|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-22|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-23|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-24|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-25|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-26|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-27|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-28|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-29|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-30|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-05-31|7451.0|0|812.0|0|9.826939368268183|0|8263.0|0
0|2020-06-01|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-02|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-03|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-04|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-05|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-06|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-07|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-08|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-09|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-10|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-11|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-12|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-13|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-14|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-15|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-16|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-17|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-18|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-19|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-20|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-21|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-22|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-23|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-24|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-25|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-26|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-27|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-28|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-29|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-06-30|7893.0|0|821.0|0|9.421620380996098|0|8714.0|0
0|2020-07-01|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-02|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-03|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-04|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-05|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-06|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-07|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-08|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-09|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-10|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-11|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-12|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-13|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-14|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-15|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-16|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-17|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-18|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-19|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-20|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-21|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-22|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-23|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-24|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-25|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-26|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-27|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-28|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-29|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-30|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-07-31|7858.0|0|712.0|0|8.308051341890316|0|8570.0|0
0|2020-08-01|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-02|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-03|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-04|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-05|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-06|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-07|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-08|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-09|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-10|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-11|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-12|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-13|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-14|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-15|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-16|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-17|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-18|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-19|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-20|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-21|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-22|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-23|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-24|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-25|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-26|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-27|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-28|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-29|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-30|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-08-31|8144.0|0|512.0|0|5.914972273567468|0|8656.0|0
0|2020-09-01|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-02|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-03|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-04|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-05|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-06|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-07|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-08|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-09|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-10|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-11|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-12|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-13|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-14|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-15|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-16|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-17|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-18|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-19|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-20|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-21|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-22|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-23|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-24|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-25|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-26|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-27|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-28|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-29|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-09-30|7981.0|0|610.0|0|7.100453963450122|0|8591.0|0
0|2020-10-01|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-02|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-03|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-04|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-05|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-06|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-07|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-08|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-09|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-10|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-11|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-12|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-13|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-14|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-15|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-16|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-17|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-18|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-19|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-20|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-21|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-22|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-23|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-24|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-25|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-26|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-27|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-28|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-29|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-30|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-10-31|8145.0|0|555.0|0|6.379310344827586|0|8700.0|0
0|2020-11-01|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-02|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-03|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-04|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-05|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-06|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-07|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-08|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-09|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-10|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-11|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-12|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-13|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-14|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-15|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-16|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-17|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-18|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-19|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-20|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-21|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-22|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-23|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-24|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-25|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-26|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-27|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-28|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-29|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-11-30|8014.0|0|587.0|0|6.824787815370306|0|8601.0|0
0|2020-12-01|8004.0|0|596.0|0|6.930232558139535|0|8600.0|0
0|2020-12-02|8004.0|0|596.0|0|6.930232558139535|0|8600.0|0
0|2020-12-03|8004.0|0|596.0|0|6.930232558139535|0|8600.0|0
0|2020-12-04|8004.0|0|596.0|0|6.930232558139535|0|8600.0|0
0|2020-12-05|8004.0|0|596.0|0|6.930232558139535|0|8600.0|0
0|2020-12-06|8004.0|0|596.0|0|6.930232558139535|0|8600.0|0
0|2020-12-07|8004.0|0|596.0|0|6.930232558139535|0|8600.0|0
0|2020-12-08|8004.0|0|596.0|0|6.930232558139535|0|8600.0|0
0|2020-12-09|8004.0|0|596.0|0|6.930232558139535|0|8600.0|0
