|dates|St.Lucie_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Lucie_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Lucie_Florida_UnitedStates.Male_Total_Population.data|St.Lucie_Florida_UnitedStates.Male_Total_Population.missing|St.Lucie_Florida_UnitedStates.Female_Total_Population.data|St.Lucie_Florida_UnitedStates.Female_Total_Population.missing|St.Lucie_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|St.Lucie_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|77503.0|0|156975.0|0|164153.0|0|63294.0|0
