|dates|Jasper_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jasper_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jasper_Indiana_UnitedStates.Male_Total_Population.data|Jasper_Indiana_UnitedStates.Male_Total_Population.missing|Jasper_Indiana_UnitedStates.Female_Total_Population.data|Jasper_Indiana_UnitedStates.Female_Total_Population.missing|Jasper_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Jasper_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5872.0|0|16601.0|0|16769.0|0|7744.0|0
