|dates|Union_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_NewMexico_UnitedStates.Male_Total_Population.data|Union_NewMexico_UnitedStates.Male_Total_Population.missing|Union_NewMexico_UnitedStates.Female_Total_Population.data|Union_NewMexico_UnitedStates.Female_Total_Population.missing|Union_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Union_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|862.0|0|2304.0|0|1814.0|0|776.0|0
