|dates|Allen_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Allen_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Allen_Indiana_UnitedStates.Male_Total_Population.data|Allen_Indiana_UnitedStates.Male_Total_Population.missing|Allen_Indiana_UnitedStates.Female_Total_Population.data|Allen_Indiana_UnitedStates.Female_Total_Population.missing|Allen_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Allen_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|54718.0|0|183463.0|0|191888.0|0|96407.0|0
