|dates|Churchill_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Churchill_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Churchill_Nevada_UnitedStates.Male_Total_Population.data|Churchill_Nevada_UnitedStates.Male_Total_Population.missing|Churchill_Nevada_UnitedStates.Female_Total_Population.data|Churchill_Nevada_UnitedStates.Female_Total_Population.missing|Churchill_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|Churchill_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4628.0|0|12410.0|0|12030.0|0|5574.0|0
