|dates|Pittsburg_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pittsburg_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pittsburg_Oklahoma_UnitedStates.Male_Total_Population.data|Pittsburg_Oklahoma_UnitedStates.Male_Total_Population.missing|Pittsburg_Oklahoma_UnitedStates.Female_Total_Population.data|Pittsburg_Oklahoma_UnitedStates.Female_Total_Population.missing|Pittsburg_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Pittsburg_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8790.0|0|22362.0|0|21515.0|0|9745.0|0
