|dates|Moore_Tennessee_UnitedStates.AveragePrecipitationTotal.data|Moore_Tennessee_UnitedStates.AveragePrecipitationTotal.missing|Moore_Tennessee_UnitedStates.AveragePrecipitation.data|Moore_Tennessee_UnitedStates.AveragePrecipitation.missing|Moore_Tennessee_UnitedStates.AverageWindDirection.data|Moore_Tennessee_UnitedStates.AverageWindDirection.missing|Moore_Tennessee_UnitedStates.AverageWindSpeed.data|Moore_Tennessee_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|0|0.0|0|290.0|0|10.6875|0
