|dates|Duchesne_Utah_UnitedStates.JHU_ConfirmedCases.data|Duchesne_Utah_UnitedStates.JHU_ConfirmedCases.missing|Duchesne_Utah_UnitedStates.NYT_ConfirmedCases.data|Duchesne_Utah_UnitedStates.NYT_ConfirmedCases.missing|Duchesne_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Duchesne_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Duchesne_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Duchesne_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|3.0|0|0.0|100|0.0|0|0.0|100
