|dates|Petroleum_Montana_UnitedStates.JHU_ConfirmedCases.data|Petroleum_Montana_UnitedStates.JHU_ConfirmedCases.missing|Petroleum_Montana_UnitedStates.NYT_ConfirmedCases.data|Petroleum_Montana_UnitedStates.NYT_ConfirmedCases.missing|Petroleum_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Petroleum_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Petroleum_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Petroleum_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|14.0|0|0.0|100|1.0|0|0.0|100
