|dates|Franklin_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Indiana_UnitedStates.Male_Total_Population.data|Franklin_Indiana_UnitedStates.Male_Total_Population.missing|Franklin_Indiana_UnitedStates.Female_Total_Population.data|Franklin_Indiana_UnitedStates.Female_Total_Population.missing|Franklin_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4187.0|0|11357.0|0|11379.0|0|5231.0|0
