|dates|Boone_Arkansas_UnitedStates.BLS_EmployedPopulation.data|Boone_Arkansas_UnitedStates.BLS_EmployedPopulation.missing|Boone_Arkansas_UnitedStates.BLS_UnemployedPopulation.data|Boone_Arkansas_UnitedStates.BLS_UnemployedPopulation.missing|Boone_Arkansas_UnitedStates.BLS_UnemploymentRate.data|Boone_Arkansas_UnitedStates.BLS_UnemploymentRate.missing|Boone_Arkansas_UnitedStates.BLS_LaborForcePopulation.data|Boone_Arkansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-02|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-03|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-04|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-05|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-06|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-07|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-08|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-09|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-10|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-11|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-12|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-13|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-14|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-15|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-16|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-17|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-18|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-19|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-20|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-21|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-22|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-23|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-24|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-25|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-26|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-27|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-28|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-29|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-30|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-01-31|15257.0|0|620.0|0|3.905019840020155|0|15877.0|0
0|2020-02-01|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-02|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-03|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-04|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-05|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-06|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-07|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-08|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-09|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-10|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-11|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-12|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-13|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-14|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-15|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-16|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-17|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-18|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-19|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-20|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-21|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-22|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-23|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-24|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-25|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-26|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-27|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-28|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-02-29|15484.5|0|582.0|0|3.6224442162263095|0|16066.5|0
0|2020-03-01|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-02|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-03|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-04|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-05|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-06|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-07|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-08|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-09|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-10|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-11|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-12|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-13|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-14|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-15|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-16|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-17|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-18|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-19|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-20|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-21|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-22|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-23|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-24|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-25|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-26|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-27|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-28|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-29|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-30|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-03-31|15572.5|0|667.5|0|4.110221674876847|0|16240.0|0
0|2020-04-01|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-02|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-03|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-04|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-05|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-06|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-07|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-08|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-09|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-10|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-11|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-12|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-13|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-14|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-15|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-16|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-17|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-18|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-19|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-20|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-21|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-22|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-23|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-24|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-25|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-26|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-27|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-28|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-29|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-04-30|14305.5|0|1676.5|0|10.489926166937805|0|15982.0|0
0|2020-05-01|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-02|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-03|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-04|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-05|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-06|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-07|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-08|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-09|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-10|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-11|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-12|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-13|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-14|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-15|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-16|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-17|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-18|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-19|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-20|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-21|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-22|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-23|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-24|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-25|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-26|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-27|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-28|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-29|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-30|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-05-31|14705.0|0|1247.0|0|7.817201604814444|0|15952.0|0
0|2020-06-01|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-02|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-03|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-04|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-05|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-06|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-07|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-08|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-09|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-10|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-11|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-12|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-13|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-14|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-15|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-16|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-17|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-18|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-19|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-20|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-21|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-22|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-23|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-24|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-25|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-26|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-27|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-28|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-29|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-06-30|14809.0|0|1052.0|0|6.632620894016771|0|15861.0|0
0|2020-07-01|14312.0|0|943.0|0|6.181579809898394|0|15255.0|0
0|2020-07-02|14312.0|0|943.0|0|6.181579809898394|0|15255.0|0
0|2020-07-03|14312.0|0|943.0|0|6.181579809898394|0|15255.0|0
0|2020-07-04|14312.0|0|943.0|0|6.181579809898394|0|15255.0|0
0|2020-07-05|14312.0|0|943.0|0|6.181579809898394|0|15255.0|0
0|2020-07-06|14312.0|0|943.0|0|6.181579809898394|0|15255.0|0
0|2020-07-07|14312.0|0|943.0|0|6.181579809898394|0|15255.0|0
0|2020-07-08|14312.0|0|943.0|0|6.181579809898394|0|15255.0|0
0|2020-07-09|14312.0|0|943.0|0|6.181579809898394|0|15255.0|0
