|dates|Huerfano_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Huerfano_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Huerfano_Colorado_UnitedStates.Male_Total_Population.data|Huerfano_Colorado_UnitedStates.Male_Total_Population.missing|Huerfano_Colorado_UnitedStates.Female_Total_Population.data|Huerfano_Colorado_UnitedStates.Female_Total_Population.missing|Huerfano_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Huerfano_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2148.0|0|3513.0|0|3376.0|0|1122.0|0
