|dates|Kootenai_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kootenai_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kootenai_Idaho_UnitedStates.Male_Total_Population.data|Kootenai_Idaho_UnitedStates.Male_Total_Population.missing|Kootenai_Idaho_UnitedStates.Female_Total_Population.data|Kootenai_Idaho_UnitedStates.Female_Total_Population.missing|Kootenai_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Kootenai_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30670.0|0|79774.0|0|81731.0|0|36824.0|0
