|dates|BuenaVista_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|BuenaVista_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|BuenaVista_Iowa_UnitedStates.Male_Total_Population.data|BuenaVista_Iowa_UnitedStates.Male_Total_Population.missing|BuenaVista_Iowa_UnitedStates.Female_Total_Population.data|BuenaVista_Iowa_UnitedStates.Female_Total_Population.missing|BuenaVista_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|BuenaVista_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3198.0|0|10095.0|0|9779.0|0|5060.0|0
