|dates|Jackson_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Alabama_UnitedStates.Male_Total_Population.data|Jackson_Alabama_UnitedStates.Male_Total_Population.missing|Jackson_Alabama_UnitedStates.Female_Total_Population.data|Jackson_Alabama_UnitedStates.Female_Total_Population.missing|Jackson_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10373.0|0|25390.0|0|26346.0|0|10806.0|0
