|dates|Elbert_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Elbert_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Elbert_Colorado_UnitedStates.Male_Total_Population.data|Elbert_Colorado_UnitedStates.Male_Total_Population.missing|Elbert_Colorado_UnitedStates.Female_Total_Population.data|Elbert_Colorado_UnitedStates.Female_Total_Population.missing|Elbert_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Elbert_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4311.0|0|13278.0|0|13004.0|0|5718.0|0
