|dates|Borden_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Borden_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Borden_Texas_UnitedStates.Male_Total_Population.data|Borden_Texas_UnitedStates.Male_Total_Population.missing|Borden_Texas_UnitedStates.Female_Total_Population.data|Borden_Texas_UnitedStates.Female_Total_Population.missing|Borden_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Borden_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|160.0|0|337.0|0|311.0|0|131.0|0
