|dates|Auglaize_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Auglaize_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Auglaize_Ohio_UnitedStates.Male_Total_Population.data|Auglaize_Ohio_UnitedStates.Male_Total_Population.missing|Auglaize_Ohio_UnitedStates.Female_Total_Population.data|Auglaize_Ohio_UnitedStates.Female_Total_Population.missing|Auglaize_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Auglaize_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8426.0|0|22885.0|0|22919.0|0|11046.0|0
