|dates|Eastland_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Eastland_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Eastland_Texas_UnitedStates.Male_Total_Population.data|Eastland_Texas_UnitedStates.Male_Total_Population.missing|Eastland_Texas_UnitedStates.Female_Total_Population.data|Eastland_Texas_UnitedStates.Female_Total_Population.missing|Eastland_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Eastland_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4003.0|0|9149.0|0|9173.0|0|3942.0|0
