|dates|Cass_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cass_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cass_Nebraska_UnitedStates.Male_Total_Population.data|Cass_Nebraska_UnitedStates.Male_Total_Population.missing|Cass_Nebraska_UnitedStates.Female_Total_Population.data|Cass_Nebraska_UnitedStates.Female_Total_Population.missing|Cass_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Cass_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4577.0|0|13179.0|0|12980.0|0|6299.0|0
