|dates|OutofIL_Illinois_UnitedStates.JHU_ConfirmedCases.data|OutofIL_Illinois_UnitedStates.JHU_ConfirmedCases.missing|OutofIL_Illinois_UnitedStates.NYT_ConfirmedCases.data|OutofIL_Illinois_UnitedStates.NYT_ConfirmedCases.missing|OutofIL_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|OutofIL_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|OutofIL_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|OutofIL_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|8.0|0|0.0|100|0.0|0|0.0|100
