|dates|Hoonah-Angoon_Alaska_UnitedStates.BLS_EmployedPopulation.data|Hoonah-Angoon_Alaska_UnitedStates.BLS_EmployedPopulation.missing|Hoonah-Angoon_Alaska_UnitedStates.BLS_UnemployedPopulation.data|Hoonah-Angoon_Alaska_UnitedStates.BLS_UnemployedPopulation.missing|Hoonah-Angoon_Alaska_UnitedStates.BLS_UnemploymentRate.data|Hoonah-Angoon_Alaska_UnitedStates.BLS_UnemploymentRate.missing|Hoonah-Angoon_Alaska_UnitedStates.BLS_LaborForcePopulation.data|Hoonah-Angoon_Alaska_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-02|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-03|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-04|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-05|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-06|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-07|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-08|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-09|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-10|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-11|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-12|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-13|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-14|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-15|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-16|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-17|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-18|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-19|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-20|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-21|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-22|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-23|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-24|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-25|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-26|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-27|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-28|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-29|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-30|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-01-31|873.0|0|143.0|0|14.0748031496063|0|1016.0|0
0|2020-02-01|857.0|0|153.0|0|15.148514851485148|0|1010.0|0
