|dates|Terrell_Texas_UnitedStates.JHU_ConfirmedCases.data|Terrell_Texas_UnitedStates.JHU_ConfirmedCases.missing|Terrell_Texas_UnitedStates.NYT_ConfirmedCases.data|Terrell_Texas_UnitedStates.NYT_ConfirmedCases.missing|Terrell_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Terrell_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Terrell_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Terrell_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|82.0|0|0.0|100|3.0|0|0.0|100
