|dates|Poinsett_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Poinsett_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Poinsett_Arkansas_UnitedStates.Male_Total_Population.data|Poinsett_Arkansas_UnitedStates.Male_Total_Population.missing|Poinsett_Arkansas_UnitedStates.Female_Total_Population.data|Poinsett_Arkansas_UnitedStates.Female_Total_Population.missing|Poinsett_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Poinsett_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4296.0|0|11646.0|0|12328.0|0|5760.0|0
