|dates|Sioux_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sioux_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sioux_Iowa_UnitedStates.Male_Total_Population.data|Sioux_Iowa_UnitedStates.Male_Total_Population.missing|Sioux_Iowa_UnitedStates.Female_Total_Population.data|Sioux_Iowa_UnitedStates.Female_Total_Population.missing|Sioux_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Sioux_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5536.0|0|17575.0|0|17334.0|0|9433.0|0
