|dates|Mercer_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mercer_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mercer_NorthDakota_UnitedStates.Male_Total_Population.data|Mercer_NorthDakota_UnitedStates.Male_Total_Population.missing|Mercer_NorthDakota_UnitedStates.Female_Total_Population.data|Mercer_NorthDakota_UnitedStates.Female_Total_Population.missing|Mercer_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Mercer_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1592.0|0|4269.0|0|3998.0|0|1904.0|0
