|dates|Jack_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jack_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jack_Texas_UnitedStates.Male_Total_Population.data|Jack_Texas_UnitedStates.Male_Total_Population.missing|Jack_Texas_UnitedStates.Female_Total_Population.data|Jack_Texas_UnitedStates.Female_Total_Population.missing|Jack_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Jack_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1514.0|0|4988.0|0|3855.0|0|1924.0|0
