|dates|Monroe_Michigan_UnitedStates.BLS_EmployedPopulation.data|Monroe_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Monroe_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Monroe_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Monroe_Michigan_UnitedStates.BLS_UnemploymentRate.data|Monroe_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Monroe_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Monroe_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-02|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-03|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-04|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-05|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-06|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-07|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-08|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-09|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-10|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-11|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-12|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-13|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-14|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-15|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-16|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-17|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-18|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-19|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-20|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-21|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-22|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-23|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-24|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-25|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-26|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-27|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-28|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-29|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-30|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-01-31|72197.0|0|3008.5|0|4.000372313195179|0|75205.5|0
0|2020-02-01|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-02|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-03|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-04|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-05|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-06|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-07|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-08|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-09|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-10|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-11|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-12|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-13|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-14|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-15|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-16|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-17|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-18|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-19|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-20|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-21|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-22|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-23|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-24|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-25|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
0|2020-02-26|73311.0|0|2495.0|0|3.291296203466744|0|75806.0|0
