|dates|Perry_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Perry_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Perry_Mississippi_UnitedStates.Male_Total_Population.data|Perry_Mississippi_UnitedStates.Male_Total_Population.missing|Perry_Mississippi_UnitedStates.Female_Total_Population.data|Perry_Mississippi_UnitedStates.Female_Total_Population.missing|Perry_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Perry_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2179.0|0|5833.0|0|6098.0|0|2684.0|0
