|dates|Orleans_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Orleans_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Orleans_NewYork_UnitedStates.Male_Total_Population.data|Orleans_NewYork_UnitedStates.Male_Total_Population.missing|Orleans_NewYork_UnitedStates.Female_Total_Population.data|Orleans_NewYork_UnitedStates.Female_Total_Population.missing|Orleans_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Orleans_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7277.0|0|20278.0|0|20334.0|0|7858.0|0
