|dates|Crawford_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crawford_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crawford_Georgia_UnitedStates.Male_Total_Population.data|Crawford_Georgia_UnitedStates.Male_Total_Population.missing|Crawford_Georgia_UnitedStates.Female_Total_Population.data|Crawford_Georgia_UnitedStates.Female_Total_Population.missing|Crawford_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Crawford_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2316.0|0|6214.0|0|6104.0|0|2537.0|0
