|dates|Wabasha_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wabasha_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wabasha_Minnesota_UnitedStates.Male_Total_Population.data|Wabasha_Minnesota_UnitedStates.Male_Total_Population.missing|Wabasha_Minnesota_UnitedStates.Female_Total_Population.data|Wabasha_Minnesota_UnitedStates.Female_Total_Population.missing|Wabasha_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Wabasha_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4723.0|0|10845.0|0|10800.0|0|4712.0|0
