|dates|Pender_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pender_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pender_NorthCarolina_UnitedStates.Male_Total_Population.data|Pender_NorthCarolina_UnitedStates.Male_Total_Population.missing|Pender_NorthCarolina_UnitedStates.Female_Total_Population.data|Pender_NorthCarolina_UnitedStates.Female_Total_Population.missing|Pender_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Pender_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11190.0|0|31012.0|0|31150.0|0|13781.0|0
