|dates|SanSaba_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SanSaba_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SanSaba_Texas_UnitedStates.Male_Total_Population.data|SanSaba_Texas_UnitedStates.Male_Total_Population.missing|SanSaba_Texas_UnitedStates.Female_Total_Population.data|SanSaba_Texas_UnitedStates.Female_Total_Population.missing|SanSaba_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|SanSaba_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1446.0|0|3308.0|0|2746.0|0|1218.0|0
