|dates|Forest_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Forest_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Forest_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Forest_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Forest_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Forest_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Forest_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Forest_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-02|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-03|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-04|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-05|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-06|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-07|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-08|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-09|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-10|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-11|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-12|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-13|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-14|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-15|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-16|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-17|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-18|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-19|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-20|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-21|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-22|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-23|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-24|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-25|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-26|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-27|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-28|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-29|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-30|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-01-31|1629.5|0|170.5|0|9.472222222222221|0|1800.0|0
0|2020-02-01|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-02|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-03|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-04|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-05|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-06|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-07|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-08|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-09|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-10|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-11|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-12|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-13|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-14|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-15|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-16|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-17|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-18|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-19|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-20|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-21|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-22|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-23|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-24|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-25|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-26|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-27|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-28|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-02-29|1637.0|0|170.5|0|9.432918395573997|0|1807.5|0
0|2020-03-01|1621.0|0|175.5|0|9.76899526857779|0|1796.5|0
0|2020-03-02|1621.0|0|175.5|0|9.76899526857779|0|1796.5|0
0|2020-03-03|1621.0|0|175.5|0|9.76899526857779|0|1796.5|0
0|2020-03-04|1621.0|0|175.5|0|9.76899526857779|0|1796.5|0
0|2020-03-05|1621.0|0|175.5|0|9.76899526857779|0|1796.5|0
0|2020-03-06|1621.0|0|175.5|0|9.76899526857779|0|1796.5|0
0|2020-03-07|1621.0|0|175.5|0|9.76899526857779|0|1796.5|0
0|2020-03-08|1621.0|0|175.5|0|9.76899526857779|0|1796.5|0
0|2020-03-09|1621.0|0|175.5|0|9.76899526857779|0|1796.5|0
0|2020-03-10|1621.0|0|175.5|0|9.76899526857779|0|1796.5|0
0|2020-03-11|1621.0|0|175.5|0|9.76899526857779|0|1796.5|0
0|2020-03-12|1621.0|0|175.5|0|9.76899526857779|0|1796.5|0
0|2020-03-13|1621.0|0|175.5|0|9.76899526857779|0|1796.5|0
0|2020-03-14|1621.0|0|175.5|0|9.76899526857779|0|1796.5|0
0|2020-03-15|1621.0|0|175.5|0|9.76899526857779|0|1796.5|0
