|dates|Chippewa_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chippewa_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chippewa_Michigan_UnitedStates.Male_Total_Population.data|Chippewa_Michigan_UnitedStates.Male_Total_Population.missing|Chippewa_Michigan_UnitedStates.Female_Total_Population.data|Chippewa_Michigan_UnitedStates.Female_Total_Population.missing|Chippewa_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Chippewa_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6742.0|0|20711.0|0|16806.0|0|6877.0|0
