|dates|Yavapai_Arizona_UnitedStates.AveragePrecipitationTotal.data|Yavapai_Arizona_UnitedStates.AveragePrecipitationTotal.missing|Yavapai_Arizona_UnitedStates.AveragePrecipitation.data|Yavapai_Arizona_UnitedStates.AveragePrecipitation.missing|Yavapai_Arizona_UnitedStates.AverageWindDirection.data|Yavapai_Arizona_UnitedStates.AverageWindDirection.missing|Yavapai_Arizona_UnitedStates.AverageWindSpeed.data|Yavapai_Arizona_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|25|0.0|25|155.25|0|6.333333333333333|0
