|dates|Iberia_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Iberia_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Iberia_Louisiana_UnitedStates.Male_Total_Population.data|Iberia_Louisiana_UnitedStates.Male_Total_Population.missing|Iberia_Louisiana_UnitedStates.Female_Total_Population.data|Iberia_Louisiana_UnitedStates.Female_Total_Population.missing|Iberia_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Iberia_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10628.0|0|34708.0|0|36233.0|0|18322.0|0
