|dates|Northampton_Virginia_UnitedStates.BLS_EmployedPopulation.data|Northampton_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Northampton_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Northampton_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Northampton_Virginia_UnitedStates.BLS_UnemploymentRate.data|Northampton_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Northampton_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Northampton_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-02|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-03|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-04|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-05|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-06|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-07|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-08|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-09|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-10|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-11|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-12|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-13|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-14|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-15|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-16|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-17|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-18|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-19|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-20|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-21|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-22|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-23|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-24|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-25|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-26|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-27|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-28|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-29|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-30|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-01-31|5068.0|0|281.5|0|5.262174034956538|0|5349.5|0
0|2020-02-01|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-02|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-03|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-04|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-05|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-06|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-07|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-08|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-09|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-10|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-11|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-12|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-13|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-14|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-15|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-16|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-17|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-18|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-19|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-20|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-21|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-22|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-23|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-24|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-25|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-26|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-27|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-28|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-02-29|5068.5|0|270.5|0|5.066491852406818|0|5339.0|0
0|2020-03-01|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-02|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-03|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-04|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-05|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-06|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-07|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-08|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-09|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-10|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-11|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-12|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-13|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-14|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-15|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-16|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-17|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-18|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-19|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-20|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-21|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-22|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-23|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-24|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-25|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-26|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-27|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-28|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-29|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-30|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-03-31|4856.5|0|277.5|0|5.405142189326061|0|5134.0|0
0|2020-04-01|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-02|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-03|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-04|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-05|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-06|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-07|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-08|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-09|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-10|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-11|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-12|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-13|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-14|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-15|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-16|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-17|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-18|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-19|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-20|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-21|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-22|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-23|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-24|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
0|2020-04-25|4615.5|0|625.0|0|11.92634290621124|0|5240.5|0
