|dates|Pitkin_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pitkin_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pitkin_Colorado_UnitedStates.Male_Total_Population.data|Pitkin_Colorado_UnitedStates.Male_Total_Population.missing|Pitkin_Colorado_UnitedStates.Female_Total_Population.data|Pitkin_Colorado_UnitedStates.Female_Total_Population.missing|Pitkin_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Pitkin_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3482.0|0|9289.0|0|8661.0|0|2704.0|0
