|dates|Lehigh_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lehigh_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lehigh_Pennsylvania_UnitedStates.Male_Total_Population.data|Lehigh_Pennsylvania_UnitedStates.Male_Total_Population.missing|Lehigh_Pennsylvania_UnitedStates.Female_Total_Population.data|Lehigh_Pennsylvania_UnitedStates.Female_Total_Population.missing|Lehigh_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Lehigh_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|61507.0|0|180188.0|0|187912.0|0|83207.0|0
