|dates|Jasper_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jasper_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jasper_Mississippi_UnitedStates.Male_Total_Population.data|Jasper_Mississippi_UnitedStates.Male_Total_Population.missing|Jasper_Mississippi_UnitedStates.Female_Total_Population.data|Jasper_Mississippi_UnitedStates.Female_Total_Population.missing|Jasper_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Jasper_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3352.0|0|7947.0|0|8481.0|0|3696.0|0
