|dates|Wright_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wright_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wright_Minnesota_UnitedStates.Male_Total_Population.data|Wright_Minnesota_UnitedStates.Male_Total_Population.missing|Wright_Minnesota_UnitedStates.Female_Total_Population.data|Wright_Minnesota_UnitedStates.Female_Total_Population.missing|Wright_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Wright_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17215.0|0|68848.0|0|67501.0|0|38003.0|0
