|dates|Victoria_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Victoria_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Victoria_Texas_UnitedStates.Male_Total_Population.data|Victoria_Texas_UnitedStates.Male_Total_Population.missing|Victoria_Texas_UnitedStates.Female_Total_Population.data|Victoria_Texas_UnitedStates.Female_Total_Population.missing|Victoria_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Victoria_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14822.0|0|45094.0|0|46941.0|0|23330.0|0
