|dates|OutofUT_Utah_UnitedStates.AveragePrecipitationTotal.data|OutofUT_Utah_UnitedStates.AveragePrecipitationTotal.missing|OutofUT_Utah_UnitedStates.AveragePrecipitation.data|OutofUT_Utah_UnitedStates.AveragePrecipitation.missing|OutofUT_Utah_UnitedStates.AverageWindDirection.data|OutofUT_Utah_UnitedStates.AverageWindDirection.missing|OutofUT_Utah_UnitedStates.AverageWindSpeed.data|OutofUT_Utah_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|194.0|0|13.0|0
