|dates|Camden_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Camden_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Camden_NewJersey_UnitedStates.Male_Total_Population.data|Camden_NewJersey_UnitedStates.Male_Total_Population.missing|Camden_NewJersey_UnitedStates.Female_Total_Population.data|Camden_NewJersey_UnitedStates.Female_Total_Population.missing|Camden_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Camden_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|79408.0|0|244608.0|0|262470.0|0|115090.0|0
