|dates|Titus_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Titus_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Titus_Texas_UnitedStates.Male_Total_Population.data|Titus_Texas_UnitedStates.Male_Total_Population.missing|Titus_Texas_UnitedStates.Female_Total_Population.data|Titus_Texas_UnitedStates.Female_Total_Population.missing|Titus_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Titus_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4715.0|0|16186.0|0|16847.0|0|9578.0|0
