|dates|Sierra_California_UnitedStates.BLS_EmployedPopulation.data|Sierra_California_UnitedStates.BLS_EmployedPopulation.missing|Sierra_California_UnitedStates.BLS_UnemployedPopulation.data|Sierra_California_UnitedStates.BLS_UnemployedPopulation.missing|Sierra_California_UnitedStates.BLS_UnemploymentRate.data|Sierra_California_UnitedStates.BLS_UnemploymentRate.missing|Sierra_California_UnitedStates.BLS_LaborForcePopulation.data|Sierra_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-02|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-03|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-04|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-05|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-06|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-07|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-08|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-09|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-10|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-11|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-12|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-13|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-14|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-15|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-16|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-17|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-18|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-19|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-20|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-21|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-22|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-23|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-24|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-25|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-26|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-27|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-28|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-29|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-30|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-01-31|1227.5|0|83.0|0|6.333460511255246|0|1310.5|0
0|2020-02-01|1219.0|0|90.5|0|6.911034746086292|0|1309.5|0
0|2020-02-02|1219.0|0|90.5|0|6.911034746086292|0|1309.5|0
