|dates|Nome_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nome_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nome_Alaska_UnitedStates.Male_Total_Population.data|Nome_Alaska_UnitedStates.Male_Total_Population.missing|Nome_Alaska_UnitedStates.Female_Total_Population.data|Nome_Alaska_UnitedStates.Female_Total_Population.missing|Nome_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|Nome_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|774.0|0|5267.0|0|4741.0|0|3467.0|0
