|dates|Kingfisher_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kingfisher_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kingfisher_Oklahoma_UnitedStates.Male_Total_Population.data|Kingfisher_Oklahoma_UnitedStates.Male_Total_Population.missing|Kingfisher_Oklahoma_UnitedStates.Female_Total_Population.data|Kingfisher_Oklahoma_UnitedStates.Female_Total_Population.missing|Kingfisher_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Kingfisher_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2523.0|0|7878.0|0|7938.0|0|4291.0|0
