|dates|Canadian_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Canadian_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Canadian_Oklahoma_UnitedStates.Male_Total_Population.data|Canadian_Oklahoma_UnitedStates.Male_Total_Population.missing|Canadian_Oklahoma_UnitedStates.Female_Total_Population.data|Canadian_Oklahoma_UnitedStates.Female_Total_Population.missing|Canadian_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Canadian_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18770.0|0|71712.0|0|72735.0|0|37771.0|0
