|dates|Washington_RhodeIsland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_RhodeIsland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_RhodeIsland_UnitedStates.Male_Total_Population.data|Washington_RhodeIsland_UnitedStates.Male_Total_Population.missing|Washington_RhodeIsland_UnitedStates.Female_Total_Population.data|Washington_RhodeIsland_UnitedStates.Female_Total_Population.missing|Washington_RhodeIsland_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_RhodeIsland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|26164.0|0|61126.0|0|65053.0|0|20842.0|0
