|dates|Vanderburgh_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Vanderburgh_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Vanderburgh_Indiana_UnitedStates.Male_Total_Population.data|Vanderburgh_Indiana_UnitedStates.Male_Total_Population.missing|Vanderburgh_Indiana_UnitedStates.Female_Total_Population.data|Vanderburgh_Indiana_UnitedStates.Female_Total_Population.missing|Vanderburgh_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Vanderburgh_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30573.0|0|87699.0|0|93275.0|0|39047.0|0
