|dates|Sherman_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sherman_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sherman_Texas_UnitedStates.Male_Total_Population.data|Sherman_Texas_UnitedStates.Male_Total_Population.missing|Sherman_Texas_UnitedStates.Female_Total_Population.data|Sherman_Texas_UnitedStates.Female_Total_Population.missing|Sherman_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Sherman_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|459.0|0|1604.0|0|1475.0|0|869.0|0
