|dates|Bell_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bell_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bell_Texas_UnitedStates.Male_Total_Population.data|Bell_Texas_UnitedStates.Male_Total_Population.missing|Bell_Texas_UnitedStates.Female_Total_Population.data|Bell_Texas_UnitedStates.Female_Total_Population.missing|Bell_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Bell_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|38585.0|0|176710.0|0|178932.0|0|98517.0|0
