|dates|Floyd_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Floyd_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Floyd_Virginia_UnitedStates.Male_Total_Population.data|Floyd_Virginia_UnitedStates.Male_Total_Population.missing|Floyd_Virginia_UnitedStates.Female_Total_Population.data|Floyd_Virginia_UnitedStates.Female_Total_Population.missing|Floyd_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Floyd_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3604.0|0|7939.0|0|7856.0|0|3112.0|0
