|dates|Adams_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Adams_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Adams_Idaho_UnitedStates.Male_Total_Population.data|Adams_Idaho_UnitedStates.Male_Total_Population.missing|Adams_Idaho_UnitedStates.Female_Total_Population.data|Adams_Idaho_UnitedStates.Female_Total_Population.missing|Adams_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Adams_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1221.0|0|2211.0|0|2039.0|0|754.0|0
