|dates|Caddo_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Caddo_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Caddo_Oklahoma_UnitedStates.Male_Total_Population.data|Caddo_Oklahoma_UnitedStates.Male_Total_Population.missing|Caddo_Oklahoma_UnitedStates.Female_Total_Population.data|Caddo_Oklahoma_UnitedStates.Female_Total_Population.missing|Caddo_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Caddo_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4881.0|0|15204.0|0|13773.0|0|7285.0|0
