|dates|Middlesex_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Middlesex_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Middlesex_Connecticut_UnitedStates.Male_Total_Population.data|Middlesex_Connecticut_UnitedStates.Male_Total_Population.missing|Middlesex_Connecticut_UnitedStates.Female_Total_Population.data|Middlesex_Connecticut_UnitedStates.Female_Total_Population.missing|Middlesex_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.data|Middlesex_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|33067.0|0|79242.0|0|83440.0|0|28777.0|0
