|dates|PendOreille_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|PendOreille_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|PendOreille_Washington_UnitedStates.Male_Total_Population.data|PendOreille_Washington_UnitedStates.Male_Total_Population.missing|PendOreille_Washington_UnitedStates.Female_Total_Population.data|PendOreille_Washington_UnitedStates.Female_Total_Population.missing|PendOreille_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|PendOreille_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3535.0|0|6922.0|0|6680.0|0|2640.0|0
