|dates|Saguache_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Saguache_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Saguache_Colorado_UnitedStates.Male_Total_Population.data|Saguache_Colorado_UnitedStates.Male_Total_Population.missing|Saguache_Colorado_UnitedStates.Female_Total_Population.data|Saguache_Colorado_UnitedStates.Female_Total_Population.missing|Saguache_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Saguache_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1572.0|0|3426.0|0|3417.0|0|1465.0|0
