|dates|Antelope_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Antelope_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Antelope_Nebraska_UnitedStates.Male_Total_Population.data|Antelope_Nebraska_UnitedStates.Male_Total_Population.missing|Antelope_Nebraska_UnitedStates.Female_Total_Population.data|Antelope_Nebraska_UnitedStates.Female_Total_Population.missing|Antelope_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Antelope_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1493.0|0|3184.0|0|3152.0|0|1511.0|0
